ID,LIMIT_BAL,SEX,EDUCATION,MARRIAGE,AGE,PAY_0,PAY_2,PAY_3,PAY_4,PAY_5,PAY_6,BILL_AMT1,PAY_AMT1,BILL_AMT2,PAY_AMT2,BILL_AMT3,PAY_AMT3,BILL_AMT4,PAY_AMT4,BILL_AMT5,PAY_AMT5,BILL_AMT6,PAY_AMT6,default.payment.next.month
219,110000,2,3,0,31,0,0,0,0,0,0,89989,4000,84229,5000,79288,3000,73315,3000,63818,3000,63208,8954,0
220,310000,2,1,2,38,-1,-1,-1,-1,-2,-2,1424,4542,4542,126,126,0,0,0,0,0,0,0,0
221,360000,2,1,1,40,2,2,2,0,0,0,105167,12000,115468,0,112157,5900,114690,5000,117845,4500,120238,4700,1
222,330000,2,3,2,45,0,0,0,0,0,0,335196,12388,334954,12378,335527,12116,333860,12450,335760,12213,330121,11678,0
223,3.00E+05,2,2,2,35,0,0,0,0,0,0,291619,12019,297268,9006,205629,17000,215827,12000,208464,9557,212508,15000,0
224,320000,2,2,2,33,0,0,0,0,0,0,91653,10042,94037,18832,108597,2117,65913,2076,43805,5045,33263,3754,0
225,50000,2,3,2,37,1,3,2,0,0,0,52626,0,51537,24,49205,1500,30394,1000,30249,1201,29957,30592,1
226,170000,2,1,2,28,0,0,0,0,0,0,130370,6530,131199,4860,128900,22500,125514,4820,127280,4877,128839,4962,0
227,350000,1,3,1,44,-1,-1,-1,-1,-1,-2,3265,2686,2686,1864,1864,569,569,0,0,0,0,0,0
228,20000,1,2,1,37,0,0,0,0,0,0,16455,1609,16511,3000,18902,663,18768,676,18650,834,19175,782,0
229,50000,1,2,2,23,2,0,0,0,0,0,49758,2401,48456,2254,44116,2004,21247,704,20066,707,18858,1004,1
230,20000,2,3,2,24,1,2,0,0,0,0,19154,0,18165,1333,17233,500,7630,100,1730,0,0,3200,0
231,50000,2,1,2,24,0,0,0,0,0,0,35084,2090,35796,2002,30937,1002,19420,238,10385,1011,1308,389,0
232,20000,1,2,2,23,1,2,0,0,2,0,20235,0,17132,1200,16856,1000,16875,0,13454,1000,10104,10000,1
233,50000,1,2,1,26,0,0,-2,-1,-1,0,102800,0,0,0,0,2624,2624,45567,45567,1747,46557,2000,0
234,190000,1,2,2,34,2,0,0,0,2,2,129801,5000,131383,5000,134379,10000,142323,0,140120,12118,150052,2769,1
235,60000,2,2,1,33,0,0,0,0,0,0,58203,1506,36367,1298,20934,1000,20694,721,20175,811,19421,599,0
236,80000,1,1,2,35,-1,-1,-1,-1,-1,-1,7988,3983,3977,6853,6848,1719,1719,1378,1378,19942,19942,2418,0
237,150000,2,2,2,27,0,0,0,0,0,0,127402,4500,110050,1745,51547,1566,44384,1208,36900,1077,29497,2529,0
238,210000,2,1,2,31,-2,-2,-2,-2,-1,-1,1440,0,0,7422,7422,893,893,6082,6082,2293,2293,3299,0
239,240000,2,3,1,50,0,0,0,0,0,0,234205,10116,231669,9150,214642,8008,207642,8000,210375,8009,214694,7714,1
240,140000,2,2,3,41,0,0,0,0,0,0,19346,3000,21708,2000,22940,2198,19068,1000,16409,3000,16383,2399,1
241,60000,2,1,2,28,1,2,2,-2,-2,-1,21501,0,20650,0,0,0,0,0,0,2285,2285,0,0
242,50000,1,1,2,39,0,0,0,0,0,0,47174,1800,47974,2000,48630,3000,50803,2000,30789,2000,15874,2000,0
243,50000,2,2,2,27,0,0,0,0,0,0,26655,1800,27724,1750,28676,900,27990,1200,28790,1200,29399,1100,0
244,180000,2,1,2,32,-1,-1,2,2,-1,-1,3139,2821,5853,0,2821,0,0,2821,2821,0,0,176,0
245,30000,2,1,2,40,-1,-1,2,2,2,2,142,355,215,120,139,0,19,0,19,60,79,60,0
246,20000,2,2,2,40,0,0,0,0,0,-2,19816,1601,20396,2203,20102,2114,19575,0,0,0,0,0,0
247,250000,2,2,1,75,0,-1,-1,-1,-1,-1,52874,1631,1631,1536,1536,1010,1010,5572,5572,794,794,1184,0
248,1.00E+05,2,2,2,27,0,0,0,0,0,0,37767,1788,34457,1799,30036,1100,30337,1150,30997,2423,32904,0,0
249,330000,1,1,2,25,0,0,0,0,2,0,46140,2504,45781,4007,48139,5056,51137,74,39450,1023,25358,2566,0
250,50000,1,3,1,46,0,0,0,0,0,0,35713,1561,15392,1268,16099,587,16418,611,16765,1000,17484,2000,0
251,50000,2,2,2,26,1,2,2,0,0,0,50867,1710,51486,136,48869,1206,30115,2002,29527,2005,29998,3003,0
252,30000,1,2,2,28,0,0,0,0,0,0,29242,5006,29507,1244,29155,851,25255,955,22001,0,0,0,0
253,140000,2,2,2,26,0,0,0,0,0,0,101551,5366,105246,5087,104781,3605,105334,3894,107699,3785,106828,3304,1
254,160000,2,1,2,28,0,0,0,0,-1,0,70243,7042,47779,2000,28052,1000,7222,99669,99669,12600,84426,10000,0
255,4.00E+05,2,2,2,29,-1,0,-1,-1,-1,-1,19532,3127,3719,1469,1453,4968,4944,1905,1896,2494,2486,862,0
256,50000,1,2,1,25,0,0,0,0,0,0,27699,1565,28513,1393,29341,980,29928,994,29533,1024,28538,886,0
257,140000,2,2,1,48,0,-1,-1,-1,-1,-1,1154,1233,1233,1075,862,1355,1355,1130,1130,21361,21361,1347,0
258,160000,2,2,1,33,-1,-1,-1,-1,0,-1,8015,2453,2453,9880,9624,52572,52572,1546,7333,2210,2210,0,0
259,1.00E+05,2,3,1,43,0,0,-2,-2,-2,-2,62170,0,0,0,0,0,0,0,0,0,0,0,0
260,220000,1,1,1,48,2,0,0,0,0,0,210380,10000,213522,9020,201852,6000,169115,5500,172169,6000,162402,5500,1
261,510000,2,1,2,29,0,0,0,0,0,0,78331,40010,99414,20094,107686,5000,103776,5001,87265,25365,36739,65000,0
262,50000,1,2,2,29,0,0,0,0,0,0,49276,1602,35100,1400,32563,3000,27823,3130,29130,1062,28309,6318,0
263,160000,2,1,1,38,-1,-1,-1,-1,2,-1,4473,4664,4664,5969,5969,18941,18941,0,16578,12652,12652,1916,0
264,230000,2,1,2,37,-2,-2,-2,-2,-2,-2,2283,51315,50815,0,0,0,0,299,299,338,338,0,0
265,80000,2,1,2,37,-1,-1,-1,-1,-1,-1,10115,258,249,5995,5986,188,188,1644,1644,16872,16872,4000,0
266,150000,2,2,1,25,-1,-1,-2,-1,-1,-1,6156,0,0,0,0,316,316,316,316,316,316,316,0
267,10000,1,3,2,23,0,0,0,0,0,2,6974,1134,7838,1298,9002,478,9182,847,9729,0,9411,175,0
268,130000,2,3,2,49,0,0,0,0,0,0,89003,4100,91362,3095,72197,1630,49654,561,28065,600,27500,0,1
269,40000,2,1,2,48,0,0,0,0,0,0,34871,1600,34449,1600,33634,1500,34586,1500,34762,1500,35673,1500,0
270,50000,1,2,2,27,3,2,2,0,0,-1,13694,1700,14880,0,14242,426,13968,501,14319,2614,2614,1390,1
271,1.00E+05,1,3,2,32,0,0,0,0,0,0,70003,2035,31545,2004,20974,616,19713,2007,19848,1009,18126,2015,0
272,120000,1,1,1,34,-1,2,-1,0,0,0,1082,0,632,1350,1350,0,900,0,450,0,0,450,0
273,260000,2,1,2,58,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,1
274,2.00E+05,2,2,2,33,0,0,0,0,0,0,11253,2000,12852,1322,14024,2000,14512,2000,16325,1200,11905,3000,0
275,360000,2,2,2,28,-2,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,1
276,70000,2,2,2,36,0,0,0,0,0,0,68699,4483,69120,12496,68376,3268,30163,3000,14310,3000,15085,2000,0
277,460000,1,1,1,40,2,-1,-1,-1,-1,-1,171,2728,2715,0,-13,2654,2641,0,-10,22545,22535,0,1
278,50000,2,1,2,26,-1,-1,-1,-1,-1,-1,1156,316,316,316,316,316,316,316,316,316,316,316,0
279,50000,1,3,1,33,0,0,0,0,0,0,50859,2007,50462,2199,50654,691,20046,707,20067,703,19703,697,0
280,250000,2,2,1,31,0,0,0,0,0,0,103109,4000,102594,4500,97109,5000,99029,4000,100871,5000,101299,4400,0
281,30000,2,1,2,27,0,0,-1,0,0,-2,1512,1000,2458,664,664,1500,1814,0,0,0,0,0,0
282,270000,1,2,1,44,0,0,0,0,-1,-1,127543,10063,109189,5162,92630,10150,69669,44299,44149,43509,43414,31031,0
283,180000,2,3,2,30,0,0,0,0,0,0,163935,7722,153152,6091,147032,3563,122196,3605,103692,3000,70204,3211,0
284,1.00E+05,2,1,2,28,0,0,0,0,0,0,53494,4173,52656,3000,52600,2025,52336,5000,55831,3000,56265,3000,0
285,230000,2,3,1,32,0,0,0,0,0,0,195126,5000,88743,5000,92195,5000,94814,5000,98182,4000,98457,5000,0
286,210000,2,1,1,46,-1,-1,-1,-1,-1,-1,110346,41986,41986,21874,21874,20076,20076,16171,16171,586,586,19777,0
287,210000,1,1,2,38,2,0,0,0,0,0,60502,3276,62804,2026,62769,2000,62683,2000,63663,2000,46549,2502,0
288,440000,2,2,1,46,0,0,0,0,0,0,180641,8610,181557,6907,149944,3727,113135,3800,105280,4001,97622,2701,0
289,1.00E+05,2,2,2,25,2,0,0,0,0,0,70896,3472,71678,2092,70125,2000,69856,2127,69718,1960,51365,1559,1
290,240000,2,2,1,46,0,0,0,0,0,0,8751,1295,9900,1000,10605,1000,10765,1000,11765,1000,4311,1000,0
291,280000,1,1,2,33,-1,-1,-1,-1,-1,-1,898,898,898,325,325,898,898,325,325,0,-339603,345293,1
292,50000,2,2,2,22,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,1
293,30000,1,2,1,43,3,2,2,2,2,2,1700,1100,2610,0,1914,300,2182,0,2000,600,2566,0,0
294,10000,1,2,2,27,0,0,2,0,0,0,7015,3507,10227,0,9560,500,9901,370,9963,393,10182,700,1
295,130000,1,1,2,29,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,1500,0
296,2.00E+05,1,1,2,31,0,0,0,0,0,0,194353,9000,197344,7465,186292,4715,133345,4804,133634,5141,133990,5300,0
297,120000,2,2,1,29,-1,-1,-1,-1,-1,-1,1686,657,657,2319,2179,1423,1423,0,0,1820,1820,2496,0
298,210000,2,2,1,36,0,0,0,0,0,0,143225,6483,142996,5082,144415,6000,148190,5900,147993,4544,131629,4700,0
299,280000,2,1,1,36,0,0,0,0,0,0,58983,2755,60788,3463,63225,1300,29701,1100,30172,1100,30771,2000,0
300,3.00E+05,1,1,2,34,1,-2,-1,0,-1,-1,0,0,0,13001,13001,0,12601,19595,19595,203,203,0,1
301,1.00E+05,1,2,2,37,0,0,0,0,0,0,99209,3490,98222,2332,67185,2314,66926,2365,66796,2497,64513,2305,0
302,440000,2,1,2,36,-2,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,162000,0,0,0
303,50000,2,3,1,40,0,0,0,0,0,0,49941,2400,51213,1206,12104,1000,12898,1000,13687,1000,14458,1000,0
304,20000,2,1,2,25,0,0,2,0,0,0,11968,2800,14564,0,27820,4000,15824,1700,15761,1000,12510,2000,1
305,2.00E+05,2,1,2,27,-1,-1,-1,0,0,0,871,665,665,960,960,3908,4242,1014,4084,3500,7414,2880,0
306,110000,2,2,2,26,-2,-2,-2,-2,-2,-2,432,3220,3220,5904,5704,0,1256,3000,1848,0,400,0,0
307,5.00E+05,2,2,1,36,-1,-1,-1,-1,-1,-1,10483,23962,23956,0,0,8500,8500,4590,4590,0,0,0,0
308,3.00E+05,2,2,1,27,1,-1,-1,-2,-2,-2,0,5215,5215,0,0,0,0,0,0,0,0,0,0
309,30000,1,3,1,55,2,2,2,3,3,4,9720,1200,10613,1200,11339,2000,12841,1500,13836,1500,14514,1500,1
310,60000,2,1,2,27,-1,-1,-1,-1,-1,-1,20847,13809,13801,14583,14366,4889,4889,273,273,13557,11736,0,0
311,4.00E+05,2,2,1,38,-1,0,-1,-1,0,-1,3697,1000,3600,1354,1354,5322,5322,6,5103,2386,2077,9085,0
312,180000,2,2,1,34,0,0,0,0,0,0,143301,7000,146333,5000,147042,5000,127814,4900,130331,5000,132845,5100,0
313,20000,1,1,2,40,0,0,0,2,0,0,10934,3000,13738,3100,16567,0,10411,3000,13057,1500,14340,0,0
314,2.00E+05,2,3,1,49,-1,2,2,2,0,0,52439,0,51040,6000,56205,0,54723,5000,58657,2286,59983,3000,1
315,1.00E+05,1,1,2,27,0,0,0,0,0,0,55734,1631,52557,1286,33415,200,28776,645,17580,909,6441,200,0
316,60000,1,2,2,23,0,0,0,0,0,0,49507,1970,33282,2000,34312,618,17277,809,17808,2000,19346,616,1
317,110000,2,2,2,36,0,0,0,0,0,0,47819,2200,48947,2500,50330,2000,50894,2100,52175,2500,53652,2200,0
318,260000,2,3,1,53,1,-1,-1,-2,-2,-1,0,165,165,526,526,452,452,397,397,485,485,459,0
319,50000,2,3,1,46,3,2,2,0,0,0,48522,3754,50955,1,29516,1070,29742,1030,29898,863,24883,654,0
320,180000,1,2,2,29,1,-2,-2,-2,-2,-2,-2,0,-2,0,-2,0,-2,0,-2,0,-2,0,0
321,110000,1,2,2,29,1,2,2,0,0,0,58362,2500,56598,0,51908,2000,48647,2000,47862,1854,47969,2000,1
322,340000,2,1,2,27,0,0,0,0,0,0,172180,21105,180140,5461,166281,5000,155628,5849,145645,2732,103263,50000,0
323,50000,1,2,2,24,-1,0,0,0,0,0,1399,1070,2441,1500,3865,3666,7476,2477,8384,1306,8085,1000,0
324,230000,2,2,1,28,0,0,0,-2,-1,-1,26361,1710,18826,1100,1100,1000,2100,767,767,6173,6173,1000,1
325,360000,2,2,2,32,0,0,0,0,0,0,93029,10000,94054,7000,91834,10000,95631,10000,100123,10000,100738,10000,0
326,210000,1,2,2,43,1,-2,-1,0,0,0,0,0,0,38013,38013,3000,40555,5000,45075,3000,37056,3000,0
327,220000,2,2,1,41,-1,2,2,-1,2,-1,650,325,650,0,325,950,950,0,475,325,325,325,1
328,60000,2,2,1,34,2,2,2,2,2,0,24898,3800,27976,0,27233,3720,30184,0,29566,1300,30225,1291,1
329,340000,1,2,1,55,-2,-1,-1,-2,-2,-2,50396,44665,44665,8321,8300,2190,2190,24599,24599,7416,7416,77195,0
330,150000,1,1,1,40,2,2,2,2,2,2,99855,5200,102586,0,100064,8100,104975,4000,107147,4200,109428,4200,0
331,2.00E+05,2,2,1,37,1,-1,2,-1,-1,-1,-179,1000,505,0,189,6900,6773,24000,23209,17000,16893,2500,1
332,130000,2,2,2,40,0,0,2,0,0,0,9559,3000,12394,0,11883,500,9826,500,10167,2700,12685,500,1
333,60000,2,1,2,28,1,2,0,0,0,0,10540,0,10232,1483,11237,673,11427,10000,20973,11540,31857,7000,0
334,4.00E+05,2,2,1,43,1,-2,-2,-2,-1,-1,0,0,0,0,0,0,0,1600,1600,78388,78388,0,0
335,20000,1,1,2,27,0,0,0,0,0,0,20571,1323,19089,1600,19658,830,19453,700,19108,674,18868,376,0
336,190000,2,1,2,28,0,0,0,0,0,0,143464,5795,146943,7408,151905,5645,153538,5753,156664,6370,160361,5865,0
337,260000,2,1,2,30,0,0,0,0,0,0,156882,10000,160246,8000,159988,6000,158114,7000,158762,7000,159108,6000,0
338,140000,2,2,2,31,-2,-2,-2,-2,-2,-2,390,0,0,0,0,0,0,0,0,0,0,0,0
339,50000,2,2,1,31,0,0,0,0,0,0,46512,1974,47716,4406,49675,1061,30929,1073,30078,1046,29170,1047,1
340,120000,2,1,2,34,-1,-1,0,-1,-1,-1,882,6900,6531,5037,6313,1100,1100,1330,1330,3800,830,2037,0
341,240000,2,2,2,30,-2,-2,-2,-2,-2,-2,92,92,92,92,92,0,0,92,92,0,0,1883,0
342,50000,1,2,2,36,0,0,0,0,-1,0,5916,1212,6172,1200,4123,0,680,978,978,0,978,0,0
343,2.00E+05,2,1,2,29,-1,2,-1,-1,-1,2,2393,0,183,4872,4847,20183,20183,5000,24815,0,24248,1000,0
344,180000,1,1,1,39,0,0,-1,0,0,-1,274731,11000,281713,145000,242063,26000,122295,0,-1005,101005,1005,1898,0
345,180000,2,1,2,26,0,0,0,0,0,0,145403,5440,138232,5051,130553,3835,105894,4106,108248,4250,106517,4028,0
346,160000,2,1,2,29,-1,-1,-2,-1,0,0,3097,0,-707,0,-2697,5000,2303,5000,6182,1500,1654,13000,0
347,1.00E+05,2,2,2,26,-1,-1,-1,0,0,0,1370,4210,4192,4159,4159,1000,3542,1080,1980,2000,3980,1525,0
348,50000,2,2,2,29,0,0,0,0,0,0,47081,3000,49316,2000,50409,2000,45545,2000,39963,2000,41145,2000,1
349,140000,2,2,2,31,0,0,0,0,0,0,138119,6600,137950,6500,140254,5100,139679,5300,141748,6000,142174,5000,0
350,30000,2,2,2,26,0,0,0,0,0,0,17893,1411,19012,1522,20123,621,20222,795,20796,715,19844,1000,1
351,90000,1,1,2,26,0,0,-1,0,0,-1,39128,1541,20473,4200,1940,0,1940,0,0,23101,23101,3000,0
352,2.00E+05,1,1,1,36,1,-2,-1,-1,-2,-1,-14386,10118,-13543,47015,3432,0,-3684,4000,0,1.00E+05,1386,10000,0
353,380000,1,1,2,30,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,1
354,80000,2,2,2,43,0,0,0,0,0,0,77057,3177,78102,2600,58501,3000,51042,1691,19036,695,19414,882,0
355,50000,1,3,1,58,2,2,2,0,0,2,15899,3400,18720,0,18122,1000,18530,1001,19089,634,18856,638,0
356,180000,1,2,1,45,-1,0,0,0,0,0,27679,1481,28422,2000,29650,1100,29981,1200,30419,1500,31127,1500,1
357,240000,2,2,2,26,0,0,0,0,0,0,141315,6349,128940,5834,124226,3870,113133,4000,113966,3825,103360,3520,0
358,380000,1,2,2,34,0,0,0,0,0,0,194314,9010,179206,35000,193992,5000,174675,6000,171253,5000,169121,4400,0
359,110000,2,4,2,24,0,0,0,0,0,0,83755,3000,77431,2900,79044,2900,80631,3000,82333,3500,84462,4000,0
360,260000,1,1,1,34,-1,-1,-1,-1,-1,-1,49657,291,291,51058,51058,35696,2351,34039,34039,291,291,291,0
361,5.00E+05,2,2,2,23,4,3,2,0,0,0,507726,10000,509229,0,499936,14000,505507,16500,484612,16000,419643,19000,1
362,320000,2,2,2,30,0,0,0,0,0,0,71305,2589,71151,2568,72029,2570,72849,2661,74374,2781,74610,2500,0
363,50000,1,2,2,32,4,3,2,0,0,0,45734,0,44741,0,43562,1262,44039,1358,45008,1275,25775,1590,0
364,110000,1,1,1,40,1,-2,-1,0,-1,-1,0,0,0,2066,2066,0,2000,216,216,216,216,66,1
365,230000,2,1,2,35,-2,-2,-2,-2,-2,-2,761,300,300,399,399,665,665,576,576,613,613,520,0
366,330000,2,2,1,56,1,-1,-1,-2,-1,-1,-9,1529,1520,1507,1488,0,0,3965,3965,8676,8676,384,0
367,50000,2,2,1,61,0,0,0,0,0,0,47166,3000,49396,2237,50476,975,23319,1000,23171,2000,24774,1039,0
368,10000,1,2,2,24,-1,2,2,2,0,0,2887,0,1923,1500,2989,0,2813,0,2008,150,2132,0,0
369,3.00E+05,1,1,1,40,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0
370,20000,2,2,1,32,3,2,0,0,0,0,20631,0,20010,1168,19703,384,11084,390,10918,632,10985,616,1
371,180000,1,2,1,36,2,2,-2,-2,-2,-2,83538,0,0,0,0,0,0,0,0,0,0,0,1
372,160000,1,1,2,30,-1,-1,-1,-1,-1,-1,99,2977,2977,15086,15086,9123,8578,13028,13028,29712,21712,50000,0
373,90000,2,1,2,34,0,0,0,2,2,2,34302,1640,35089,9000,43449,0,42451,8000,49718,0,48767,2000,0
374,30000,1,3,3,54,0,0,0,0,0,0,22987,2500,22298,2000,22352,1500,23221,4000,24339,2000,25943,0,0
375,180000,1,1,1,46,0,0,0,0,0,0,173267,8100,174590,5299,175233,3305,106288,5040,28089,160719,178719,7000,0
376,30000,1,3,1,58,0,0,0,0,0,0,19143,1640,20168,1700,21229,915,21495,800,21800,1000,22437,1961,0
377,30000,1,2,1,43,1,2,0,0,0,2,20518,0,19901,1342,20905,946,21509,4200,25183,0,24242,1000,0
378,140000,2,1,2,28,-1,0,0,-1,-1,-1,10833,14000,14446,3855,7609,4991,4991,3600,3400,5500,3745,4000,0
379,210000,1,1,2,30,0,0,0,0,0,0,69937,3500,71906,3000,43308,2000,44584,4000,47842,3000,49888,10000,0
380,50000,1,2,2,31,0,0,0,0,0,0,20526,2000,15129,3000,15093,327,9577,3000,11139,3000,12487,5000,1
381,130000,2,2,2,29,0,0,0,0,0,0,89055,4200,90780,2575,70947,2600,72367,2674,73875,2701,75355,5750,0
382,50000,2,2,1,37,2,2,2,0,0,0,1894,1500,3200,400,3381,200,3559,500,1948,500,2415,400,1
383,140000,1,3,1,36,0,0,0,0,0,0,100594,3000,78372,30000,91502,4000,90859,4000,88616,3400,88450,3300,0
384,170000,2,2,2,28,-1,0,0,2,0,0,2948,1105,3848,1903,5646,0,5464,296,5577,500,5889,95,1
385,80000,1,2,2,25,0,0,0,0,0,-2,22619,10010,31429,1209,27923,579,25280,0,0,0,0,6305,0
386,410000,2,5,1,42,0,0,0,0,0,0,338106,15000,342904,14000,344464,9000,240865,8500,234939,9000,240176,8300,0
387,80000,2,1,2,29,1,-1,-1,-2,-2,-2,0,80000,80000,0,0,0,0,0,0,0,0,0,0
388,80000,1,3,1,73,-1,0,0,2,2,2,63144,3500,65631,4330,68875,3500,70646,3500,72870,3500,75018,5100,1
389,150000,1,2,1,43,0,0,0,0,0,0,153249,7900,154049,6500,156523,5700,159653,5700,162866,5700,157759,5334,0
390,260000,1,1,1,30,-1,-1,-1,0,0,-1,1131,291,291,582,582,0,291,0,0,130291,291,651,1
391,350000,1,1,1,38,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0
392,280000,2,2,1,39,1,-1,0,0,0,0,-1312,38621,35918,2000,37297,1130,37154,922,32581,1011,33316,5000,1
393,310000,1,2,1,44,0,0,0,0,0,0,103797,4400,91989,4013,87720,3011,76218,3000,72090,3001,71620,2653,0
394,140000,2,2,2,29,0,0,0,0,0,0,20110,3000,17102,3000,18862,3000,19996,3500,21214,2000,21085,2000,0
395,360000,1,1,1,51,-1,-1,-1,-2,-2,-2,38000,25000,25000,0,0,0,0,0,0,0,0,0,0
396,140000,2,1,2,27,0,0,0,0,0,0,142428,10000,144105,10000,143952,6000,142590,6000,142650,6000,142620,5600,0
397,1.00E+05,1,1,2,38,0,0,0,0,0,0,40810,2502,42653,1200,42351,860,43011,0,43011,579,28947,0,0
398,50000,2,2,2,22,-2,-2,-2,-2,-2,-2,0,0,0,0,0,848,848,0,0,632,632,0,0
399,210000,2,2,1,30,0,0,0,0,0,0,104701,4002,106134,5000,108423,3500,91143,3000,82733,2700,74125,5000,0
400,120000,2,2,2,25,2,2,2,2,2,2,120298,4007,120822,0,109887,8272,116313,5000,119311,0,117167,4400,0
401,240000,1,1,2,29,0,0,0,0,0,-1,156362,5233,132280,3289,99174,2072,65372,3018,28797,184922,184922,6100,0
402,60000,2,3,3,42,0,0,0,0,0,0,41322,1488,29091,1394,28097,962,28665,1500,28768,2541,29064,2000,0
403,150000,1,1,2,41,-1,-1,-1,-1,-1,2,1464,2091,2084,384,384,0,0,2344,2344,0,822,472,1
404,30000,1,2,1,48,0,0,0,0,0,0,27879,1774,28870,1710,27806,1046,25142,1079,25667,1089,26179,2244,0
405,160000,2,1,2,29,2,2,2,2,2,2,160432,7500,163916,0,159676,11558,166893,5800,170098,0,153800,5654,1
406,2.00E+05,1,1,1,52,-2,-2,-2,-2,-2,-2,3858,2690,2690,3487,3410,0,0,0,0,85900,82150,396,0
407,120000,2,2,1,25,0,0,0,-2,-2,-2,26476,6000,21393,0,0,0,0,0,0,0,0,0,0
408,5.00E+05,1,1,1,37,1,2,0,0,0,0,507062,325,491956,15296,430637,12137,376657,12312,356636,14113,303510,10526,0
409,320000,2,1,2,27,0,0,0,0,0,0,55607,11404,62893,8232,59001,10450,61565,9697,59508,16477,66541,11341,0
410,280000,1,1,2,31,0,0,0,0,0,0,168382,10000,175646,8000,180650,6371,182672,6217,168399,5947,167983,6288,0
411,60000,2,1,2,23,1,2,2,2,2,2,29332,0,28577,2709,30805,1600,31601,1400,32349,1300,32965,1200,1
412,2.00E+05,2,1,1,38,-1,-1,-2,-1,-1,-2,190,0,0,0,0,367,367,150,-150,0,-150,0,0
413,230000,2,1,1,32,1,-2,-1,-1,-1,-1,0,0,0,2809,2809,4606,4595,792,792,3404,3404,0,0
414,230000,2,2,2,27,1,2,0,0,0,0,13668,0,12647,1064,13135,423,10596,313,9218,1000,5068,4641,1
415,480000,2,3,1,41,-2,-2,-2,-2,-2,-2,14867,26734,26665,199982,199960,9033,9033,19371,19371,22593,22593,2000,0
416,50000,2,3,1,35,-1,-1,-1,-2,-2,-2,22500,5000,5000,0,0,0,0,0,0,0,0,640,0
417,2.00E+05,2,1,2,31,-2,-2,-2,-2,-2,-2,7184,17507,14845,1102,1097,0,0,0,0,160,160,1103,0
418,50000,2,1,2,30,0,0,0,0,0,2,14811,2000,16262,1600,17286,1200,17895,2000,19450,0,18990,1000,0
419,50000,1,2,1,48,0,0,0,0,0,0,44338,3629,43048,3332,35639,2000,18753,2000,19091,2000,19548,2500,0
420,260000,2,1,2,36,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,1
421,30000,1,1,2,24,2,0,0,0,0,2,25265,1500,26354,1800,27710,1007,27959,2500,30002,0,29371,1800,0
422,440000,2,1,2,29,0,0,0,0,0,0,169661,8071,167199,9021,158520,7013,156977,6013,157963,6028,151936,6010,0
423,230000,2,2,2,38,-1,-1,-1,-1,-1,-1,10237,2795,2795,1350,1350,371,371,2980,2980,0,0,2213,0
424,2.00E+05,1,2,1,38,2,2,2,0,0,0,104978,4500,105924,0,102663,3500,97090,3500,98045,9000,105253,0,1
425,490000,2,2,1,30,0,0,0,0,0,0,192586,10000,197967,7143,201666,7306,205798,6303,196698,6429,190306,6000,0
426,80000,2,2,1,32,-1,-1,-2,-2,-2,-2,11262,0,0,0,0,0,0,0,0,0,0,0,0
427,20000,2,3,2,49,2,2,2,2,0,0,9551,3000,12081,1500,13087,0,12583,3123,15327,1500,16414,1000,1
428,170000,2,1,2,31,-1,-1,-1,-1,0,-1,199,199,199,199,199,398,398,0,199,199,199,398,1
429,70000,1,1,2,27,0,0,0,0,0,0,70119,3600,68536,1646,66601,600,29401,28468,28949,1327,29795,1000,0
430,210000,2,2,2,33,0,0,0,0,0,0,212601,6000,177946,4500,119362,5000,117766,3000,68791,3000,66167,3000,0
431,90000,2,2,2,25,0,0,0,0,0,0,91894,3200,71732,3300,73241,3000,74424,3001,76070,3000,77648,3100,0
432,390000,2,1,2,27,0,0,0,0,0,0,304867,13007,299998,10612,300426,10041,292869,11000,292885,10512,281826,7000,1
433,110000,2,1,2,29,0,0,0,0,0,0,48123,2500,49537,2500,50422,2000,50990,2000,52014,2057,53206,2500,0
434,580000,2,1,1,36,0,0,0,0,0,0,159760,6422,162189,6565,166127,5951,169365,6006,168755,5894,167964,5946,0
435,360000,1,3,1,55,0,0,-1,-1,-1,-2,9210,6015,8485,17454,17231,1775,1770,0,0,0,0,0,0
436,270000,2,2,1,32,1,2,2,2,2,2,234752,10000,233036,8000,229286,0,217644,16000,223690,8000,221413,0,1
437,60000,2,1,2,27,-1,-1,-2,-1,2,-1,14072,0,0,0,0,300,300,0,150,150,150,200,0
438,110000,1,3,1,37,0,0,0,0,0,0,61807,2300,62499,2200,62162,2300,60605,2200,60272,2300,60145,2300,0
439,50000,2,1,1,25,0,0,0,0,0,0,51044,2500,50231,3008,46677,1000,44982,761,21399,800,20859,704,0
440,80000,2,1,2,23,0,0,0,0,0,0,77024,3212,73281,1600,57806,956,37642,40000,46235,1800,47110,1700,1
